User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,1419,             0,0,             0,40,             0,1419,             0,1,             0,-109,             0,0,             0,0,             0,0,             0,0
             1,1,             1,1,             1,1025,             1,1419,             1,0,             1,40,             1,1419,             1,1,             1,-109,             1,0,             1,0,             1,0,             1,0
             2,2,             2,1,             2,2010,             2,1419,             2,0,             2,40,             2,1419,             2,1,             2,-109,             2,0,             2,0,             2,0,             2,0
             3,3,             3,1,             3,2942,             3,1419,             3,0,             3,40,             3,1419,             3,1,             3,-109,             3,0,             3,0,             3,0,             3,0
             4,4,             4,1,             4,3806,             4,1419,             4,0,             4,40,             4,1419,             4,1,             4,-109,             4,0,             4,0,             4,0,             4,0
             5,5,             5,1,             5,4593,             5,1419,             5,0,             5,40,             5,1419,             5,1,             5,-109,             5,0,             5,0,             5,0,             5,0
             6,6,             6,1,             6,5293,             6,1419,             6,0,             6,40,             6,1419,             6,1,             6,-109,             6,0,             6,0,             6,0,             6,0
             7,7,             7,1,             7,5897,             7,1419,             7,0,             7,40,             7,1419,             7,1,             7,-109,             7,0,             7,0,             7,0,             7,0
             8,8,             8,1,             8,6399,             8,1419,             8,0,             8,-80,             8,1419,             8,1,             8,-109,             8,0,             8,0,             8,0,             8,0
             9,9,             9,1,             9,6796,             9,1419,             9,0,             9,-80,             9,1419,             9,1,             9,-109,             9,0,             9,0,             9,0,             9,0
            10,10,            10,1,            10,7083,            10,1419,            10,0,            10,-80,            10,1419,            10,1,            10,-109,            10,0,            10,0,            10,0,            10,0
            11,11,            11,1,            11,7263,            11,1419,            11,0,            11,-80,            11,1419,            11,1,            11,-109,            11,0,            11,0,            11,0,            11,0
            12,12,            12,1,            12,7336,            12,1419,            12,0,            12,-80,            12,1419,            12,1,            12,-109,            12,0,            12,0,            12,0,            12,0
            13,13,            13,1,            13,7307,            13,1419,            13,0,            13,-80,            13,1419,            13,1,            13,-109,            13,0,            13,0,            13,0,            13,0
            14,14,            14,1,            14,7181,            14,1419,            14,0,            14,-80,            14,1419,            14,1,            14,-109,            14,0,            14,0,            14,0,            14,0
            15,15,            15,1,            15,6967,            15,1419,            15,0,            15,-80,            15,1419,            15,1,            15,-109,            15,0,            15,0,            15,0,            15,0
            16,16,            16,1,            16,6674,            16,1419,            16,0,            16,-80,            16,1419,            16,1,            16,-109,            16,0,            16,0,            16,0,            16,0
            17,17,            17,1,            17,6313,            17,1419,            17,0,            17,-80,            17,1419,            17,1,            17,-109,            17,0,            17,0,            17,0,            17,0
            18,18,            18,1,            18,5895,            18,1419,            18,0,            18,-80,            18,1419,            18,1,            18,-109,            18,0,            18,0,            18,0,            18,0
            19,19,            19,1,            19,5435,            19,1419,            19,0,            19,-80,            19,1419,            19,1,            19,-109,            19,0,            19,0,            19,0,            19,0
            20,20,            20,1,            20,4945,            20,1419,            20,0,            20,-80,            20,1419,            20,1,            20,-109,            20,0,            20,0,            20,0,            20,0
