User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,873,             0,78466,             0,-760,             0,1969,             0,77171,             0,-1423177,             0,0,             0,18000,             0,7173,             0,0
             1,1,             1,1,             1,0,             1,879,             1,76269,             1,-760,             1,1969,             1,77171,             1,-1423177,             1,0,             1,18000,             1,7173,             1,0
             2,2,             2,1,             2,0,             2,884,             2,73264,             2,-760,             2,1969,             2,77171,             2,-1423177,             2,0,             2,18000,             2,7173,             2,0
             3,3,             3,1,             3,0,             3,888,             3,69498,             3,-760,             3,1969,             3,77171,             3,-1423177,             3,0,             3,18000,             3,7173,             3,0
             4,4,             4,1,             4,0,             4,893,             4,65037,             4,-760,             4,1969,             4,77171,             4,-1423177,             4,0,             4,18000,             4,7173,             4,0
             5,5,             5,1,             5,0,             5,897,             5,59959,             5,-760,             5,1969,             5,77171,             5,-1423177,             5,0,             5,18000,             5,7173,             5,0
             6,6,             6,1,             6,0,             6,901,             6,54356,             6,-760,             6,1969,             6,77171,             6,-1423177,             6,0,             6,18000,             6,7173,             6,0
             7,7,             7,1,             7,0,             7,904,             7,48328,             7,-760,             7,1969,             7,77171,             7,-1423177,             7,0,             7,18000,             7,7173,             7,0
             8,8,             8,1,             8,0,             8,907,             8,41985,             8,-760,             8,1969,             8,77171,             8,-1423177,             8,0,             8,18000,             8,7173,             8,0
             9,9,             9,1,             9,0,             9,909,             9,35443,             9,-760,             9,1969,             9,77171,             9,-1423177,             9,0,             9,18000,             9,7173,             9,0
            10,10,            10,1,            10,0,            10,911,            10,28821,            10,-760,            10,1969,            10,77171,            10,-1423177,            10,0,            10,18000,            10,7173,            10,0
            11,11,            11,1,            11,0,            11,913,            11,22240,            11,-760,            11,2045,            11,77171,            11,-1423177,            11,0,            11,18000,            11,7173,            11,0
            12,12,            12,1,            12,0,            12,914,            12,15817,            12,-9600,            12,2045,            12,77171,            12,-1423177,            12,0,            12,18000,            12,7173,            12,0
            13,13,            13,1,            13,0,            13,914,            13,9667,            13,-9600,            13,2045,            13,77171,            13,-1423177,            13,0,            13,18000,            13,7173,            13,0
            14,14,            14,1,            14,0,            14,915,            14,3899,            14,-9600,            14,2045,            14,77171,            14,-1423177,            14,0,            14,18000,            14,7173,            14,0
            15,15,            15,1,            15,0,            15,915,            15,-1389,            15,-9600,            15,2045,            15,77171,            15,-1423177,            15,0,            15,18000,            15,7173,            15,0
