User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,255,             0,0,             0,-120,             0,255,             0,305,             0,-47440,             0,0,             0,0,             0,0,             0,0
             1,1,             1,1,             1,0,             1,255,             1,0,             1,-120,             1,255,             1,305,             1,-47440,             1,0,             1,0,             1,0,             1,0
             2,2,             2,1,             2,2333,             2,255,             2,0,             2,-120,             2,255,             2,305,             2,-47440,             2,0,             2,0,             2,0,             2,0
             3,3,             3,1,             3,2333,             3,255,             3,0,             3,-120,             3,255,             3,305,             3,-47440,             3,0,             3,0,             3,0,             3,0
             4,4,             4,1,             4,4667,             4,255,             4,0,             4,-120,             4,255,             4,305,             4,-47440,             4,0,             4,0,             4,0,             4,0
             5,5,             5,1,             5,4667,             5,255,             5,0,             5,-120,             5,255,             5,305,             5,-47440,             5,0,             5,0,             5,0,             5,0
             6,6,             6,1,             6,7000,             6,255,             6,0,             6,-120,             6,255,             6,305,             6,-47440,             6,0,             6,0,             6,0,             6,0
             7,7,             7,1,             7,7000,             7,255,             7,0,             7,-120,             7,255,             7,305,             7,-47440,             7,0,             7,0,             7,0,             7,0
             8,8,             8,1,             8,9333,             8,255,             8,0,             8,-120,             8,255,             8,305,             8,-47440,             8,0,             8,0,             8,0,             8,0
             9,9,             9,1,             9,9333,             9,255,             9,0,             9,-120,             9,255,             9,305,             9,-47440,             9,0,             9,0,             9,0,             9,0
            10,10,            10,1,            10,11667,            10,255,            10,0,            10,-120,            10,255,            10,305,            10,-47440,            10,0,            10,0,            10,0,            10,0
