User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,223,             0,0,             0,0,             0,222,             0,90,             0,148513,             0,0,             0,0,             0,0,             0,0
             1,1,             1,1,             1,-32,             1,223,             1,0,             1,0,             1,222,             1,90,             1,148513,             1,0,             1,0,             1,0,             1,0
             2,2,             2,1,             2,-135,             2,223,             2,0,             2,0,             2,222,             2,90,             2,148513,             2,0,             2,0,             2,0,             2,0
             3,3,             3,1,             3,-314,             3,223,             3,0,             3,0,             3,222,             3,90,             3,148513,             3,0,             3,0,             3,0,             3,0
             4,4,             4,1,             4,-572,             4,223,             4,0,             4,0,             4,222,             4,90,             4,148513,             4,0,             4,0,             4,0,             4,0
             5,5,             5,1,             5,-909,             5,223,             5,0,             5,0,             5,222,             5,90,             5,148513,             5,0,             5,0,             5,0,             5,0
             6,6,             6,1,             6,-1327,             6,223,             6,0,             6,0,             6,222,             6,90,             6,148513,             6,0,             6,0,             6,0,             6,0
             7,7,             7,1,             7,-1824,             7,223,             7,0,             7,0,             7,222,             7,90,             7,148513,             7,0,             7,0,             7,0,             7,0
             8,8,             8,1,             8,-2398,             8,223,             8,0,             8,0,             8,222,             8,90,             8,148513,             8,0,             8,0,             8,0,             8,0
             9,9,             9,1,             9,-3047,             9,223,             9,0,             9,0,             9,222,             9,90,             9,148513,             9,0,             9,0,             9,0,             9,0
            10,10,            10,1,            10,-3765,            10,223,            10,0,            10,0,            10,223,            10,90,            10,148513,            10,0,            10,0,            10,0,            10,0
            11,11,            11,1,            11,-4548,            11,223,            11,0,            11,0,            11,223,            11,90,            11,148513,            11,0,            11,0,            11,0,            11,0
            12,12,            12,1,            12,-5389,            12,223,            12,0,            12,0,            12,223,            12,90,            12,148513,            12,0,            12,0,            12,0,            12,0
            13,13,            13,1,            13,-6279,            13,223,            13,0,            13,0,            13,223,            13,90,            13,148513,            13,0,            13,0,            13,0,            13,0
            14,14,            14,1,            14,-7211,            14,223,            14,0,            14,0,            14,223,            14,90,            14,148513,            14,0,            14,0,            14,0,            14,0
            15,15,            15,1,            15,-8176,            15,223,            15,0,            15,0,            15,223,            15,90,            15,148513,            15,0,            15,0,            15,0,            15,0
            16,16,            16,1,            16,-9162,            16,223,            16,0,            16,0,            16,223,            16,90,            16,148513,            16,0,            16,0,            16,0,            16,0
            17,17,            17,1,            17,-10160,            17,223,            17,0,            17,0,            17,223,            17,90,            17,148513,            17,0,            17,0,            17,0,            17,0
            18,18,            18,1,            18,-11159,            18,223,            18,0,            18,0,            18,223,            18,90,            18,148513,            18,0,            18,0,            18,0,            18,0
            19,19,            19,1,            19,-12148,            19,223,            19,0,            19,0,            19,223,            19,90,            19,148513,            19,0,            19,0,            19,0,            19,0
            20,20,            20,1,            20,-13115,            20,223,            20,0,            20,0,            20,223,            20,90,            20,148513,            20,0,            20,0,            20,0,            20,0
            21,21,            21,1,            21,-14050,            21,223,            21,0,            21,0,            21,223,            21,90,            21,148513,            21,0,            21,0,            21,0,            21,0
            22,22,            22,1,            22,-14941,            22,223,            22,0,            22,0,            22,223,            22,90,            22,148513,            22,0,            22,0,            22,0,            22,0
