User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,-309,             0,2896,             0,-560,             0,-274,             0,623,             0,-584385,             0,0,             0,18000,             0,3360,             0,0
             1,1,             1,1,             1,0,             1,-308,             1,4651,             1,-560,             1,-274,             1,623,             1,-584385,             1,0,             1,18000,             1,3360,             1,0
             2,2,             2,1,             2,0,             2,-308,             2,6471,             2,-560,             2,-274,             2,623,             2,-584385,             2,0,             2,18000,             2,3360,             2,0
             3,3,             3,1,             3,0,             3,-307,             3,8354,             3,-560,             3,-274,             3,623,             3,-584385,             3,0,             3,18000,             3,3360,             3,0
             4,4,             4,1,             4,0,             4,-307,             4,10296,             4,-560,             4,-273,             4,623,             4,-584385,             4,0,             4,18000,             4,3360,             4,0
             5,5,             5,1,             5,0,             5,-306,             5,12294,             5,-680,             5,-273,             5,623,             5,-584385,             5,0,             5,18000,             5,3360,             5,0
             6,6,             6,1,             6,0,             6,-305,             6,14345,             6,-680,             6,-273,             6,623,             6,-584385,             6,0,             6,18000,             6,3360,             6,0
             7,7,             7,1,             7,0,             7,-304,             7,16443,             7,-680,             7,-273,             7,623,             7,-584385,             7,0,             7,18000,             7,3360,             7,0
             8,8,             8,1,             8,0,             8,-303,             8,18587,             8,-680,             8,-273,             8,623,             8,-584385,             8,0,             8,18000,             8,3360,             8,0
             9,9,             9,1,             9,0,             9,-301,             9,20771,             9,-680,             9,-273,             9,623,             9,-584385,             9,0,             9,18000,             9,3360,             9,0
            10,10,            10,1,            10,0,            10,-300,            10,22991,            10,-680,            10,-273,            10,623,            10,-584385,            10,0,            10,18000,            10,3360,            10,0
            11,11,            11,1,            11,0,            11,-298,            11,25242,            11,-680,            11,-273,            11,623,            11,-584385,            11,0,            11,18000,            11,3360,            11,0
            12,12,            12,1,            12,0,            12,-296,            12,27521,            12,-680,            12,-273,            12,623,            12,-584385,            12,0,            12,18000,            12,3360,            12,0
            13,13,            13,1,            13,0,            13,-294,            13,29823,            13,-680,            13,-273,            13,623,            13,-584385,            13,0,            13,18000,            13,3360,            13,0
            14,14,            14,1,            14,0,            14,-292,            14,32143,            14,-680,            14,-273,            14,623,            14,-584385,            14,0,            14,18000,            14,3360,            14,0
            15,15,            15,1,            15,0,            15,-289,            15,34475,            15,-680,            15,-273,            15,623,            15,-584385,            15,0,            15,18000,            15,3360,            15,0
            16,16,            16,1,            16,0,            16,-287,            16,36816,            16,-680,            16,-273,            16,623,            16,-584385,            16,0,            16,18000,            16,3360,            16,0
            17,17,            17,1,            17,0,            17,-284,            17,39160,            17,-680,            17,-273,            17,623,            17,-584385,            17,0,            17,18000,            17,3360,            17,0
            18,18,            18,1,            18,0,            18,-281,            18,41503,            18,-680,            18,-273,            18,623,            18,-584385,            18,0,            18,18000,            18,3360,            18,0
            19,19,            19,1,            19,0,            19,-278,            19,43838,            19,-680,            19,-271,            19,623,            19,-584385,            19,0,            19,18000,            19,3360,            19,0
            20,20,            20,1,            20,0,            20,-275,            20,46161,            20,-2380,            20,-271,            20,623,            20,-584385,            20,0,            20,18000,            20,3360,            20,0
            21,21,            21,1,            21,0,            21,-272,            21,48467,            21,-2380,            21,-271,            21,623,            21,-584385,            21,0,            21,18000,            21,3360,            21,0
