User Parameter [0x2201/31],,User Parameter [0x2201/99],,User Parameter [0x2201/20],,User Parameter [0x2201/93],,User Parameter [0x2201/97],,User Parameter [0x2201/1],,1: PO_BUSMOD_VALUE [0x4C01/2],,1: PO_BUSMOD_VALUE [0x4C01/5],,1: PO_BUSMOD_VALUE [0x4C01/6],,1: PO_BUSMOD_VALUE [0x4C01/3],,User Parameter [0x2201/69],,1: PO_BUSMOD_VALUE [0x4C01/7],,1: PO_BUSMOD_VALUE [0x4C01/8],
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
             0,0,             0,1,             0,0,             0,-1008,             0,0,             0,60,             0,-1008,             0,62,             0,-9582,             0,0,             0,0,             0,-463,             0,0
             1,1,             1,1,             1,-81,             1,-1008,             1,0,             1,60,             1,-1008,             1,62,             1,-9582,             1,0,             1,0,             1,-463,             1,0
             2,2,             2,1,             2,-153,             2,-1008,             2,0,             2,60,             2,-1008,             2,62,             2,-9582,             2,0,             2,0,             2,-463,             2,0
             3,3,             3,1,             3,-214,             3,-1008,             3,0,             3,60,             3,-1008,             3,62,             3,-9582,             3,0,             3,0,             3,-463,             3,0
             4,4,             4,1,             4,-265,             4,-1008,             4,0,             4,60,             4,-1008,             4,62,             4,-9582,             4,0,             4,0,             4,-463,             4,0
             5,5,             5,1,             5,-305,             5,-1008,             5,0,             5,60,             5,-1008,             5,62,             5,-9582,             5,0,             5,0,             5,-463,             5,0
             6,6,             6,1,             6,-335,             6,-1008,             6,0,             6,60,             6,-1008,             6,62,             6,-9582,             6,0,             6,0,             6,-463,             6,0
             7,7,             7,1,             7,-353,             7,-1008,             7,0,             7,60,             7,-1008,             7,62,             7,-9582,             7,0,             7,0,             7,-463,             7,0
             8,8,             8,1,             8,-359,             8,-1008,             8,0,             8,60,             8,-1008,             8,62,             8,-9582,             8,0,             8,0,             8,-463,             8,0
             9,9,             9,1,             9,-354,             9,-1008,             9,0,             9,60,             9,-1008,             9,62,             9,-9582,             9,0,             9,0,             9,-463,             9,0
            10,10,            10,1,            10,-337,            10,-1008,            10,0,            10,60,            10,-1008,            10,62,            10,-9582,            10,0,            10,0,            10,-463,            10,0
            11,11,            11,1,            11,-307,            11,-1008,            11,0,            11,60,            11,-1008,            11,62,            11,-9582,            11,0,            11,0,            11,-463,            11,0
            12,12,            12,1,            12,-265,            12,-1008,            12,0,            12,60,            12,-1008,            12,62,            12,-9582,            12,0,            12,0,            12,-463,            12,0
